Gene_A,Gene_B,Random Forest probabilities,Random Forest decision_scores,Prob_Bin
LAMC1,LAMA1,0.05,,0
GABRD,GABRA1,0.02,,0
EFCAB9,CATSPERZ,0.13,,0
GABRB3,GABRG2,0.5,,2
GABRA4,GABRB3,0.19,,0
GABRB3,GABRG2,0.5,,2
LAMC1,LAMB1,0.36,,1
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
LAMC1,LAMB1,0.36,,1
SRP14,SRP72,0.54,,2
GABRB3,GABRG2,0.5,,2
GABRA4,GABRG2,0.32,,1
NID1,LAMB1,0.22,,1
GABRB3,GABRG2,0.5,,2
LAMB1,LAMA1,0.09,,0
NID1,LAMA1,0.03,,0
BABAM2,BRCC3,0.12,,0
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
GABRA4,GABRB3,0.19,,0
GABRA4,GABRG2,0.32,,1
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
GABRQ,GABRA3,0.09,,0
GABRA4,GABRB3,0.19,,0
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
GABRA4,GABRB3,0.19,,0
GABRD,GABRA1,0.02,,0
BRCA1,BARD1,0.58,,2
CATSPERZ,CATSPER1,0.12,,0
GABRB3,GABRG2,0.5,,2
GABRA4,GABRB3,0.19,,0
GABRA4,GABRG2,0.32,,1
GABRB3,GABRG2,0.5,,2
LAMB1,LAMA1,0.09,,0
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
BABAM2,RAD51,0.07,,0
GABRB3,GABRG2,0.5,,2
BABAM1,ABRAXAS1,0.16,,0
GABRD,GABRA1,0.02,,0
GABRB3,GABRG2,0.5,,2
RAD50,RBBP8,0.07,,0
GABRB3,GABRG2,0.5,,2
GABRD,GABRA1,0.02,,0
CATSPER2,CATSPERG,0.26,,1
GABRA4,GABRG2,0.32,,1
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
GABRA4,GABRG2,0.32,,1
AP1M1,AP1G1,0.14,,0
GABRA4,GABRB3,0.19,,0
GABRB3,GABRG2,0.5,,2
GABRA4,GABRG2,0.32,,1
BABAM2,BRCC3,0.12,,0
GABRD,GABRA1,0.02,,0
GABRA4,GABRG2,0.32,,1
GABRB3,GABRG2,0.5,,2
GABRA4,GABRB3,0.19,,0
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
LAMC1,LAMB1,0.36,,1
NOP10,GAR1,0.71,,3
GABRA5,GABRG3,0.0,,0
GABRA4,GABRB3,0.19,,0
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
GABRA4,GABRB3,0.19,,0
KRT25,KRT71,0.02,,0
GABRA5,GABRG3,0.0,,0
LAMC1,LAMB1,0.36,,1
GABRB3,GABRG2,0.5,,2
GABRA4,GABRG2,0.32,,1
SRP54,SRP68,0.82,,4
NID1,LAMB1,0.22,,1
GABRB3,GABRG2,0.5,,2
BABAM1,ABRAXAS1,0.16,,0
GABRA4,GABRG2,0.32,,1
GABRA4,GABRG2,0.32,,1
AP1M1,AP1G1,0.14,,0
BRCA1,BARD1,0.58,,2
GABRB3,GABRG2,0.5,,2
GABRA5,GABRG3,0.0,,0
GABRB3,GABRG2,0.5,,2
AP1B1,AP1M1,0.26,,1
GABRD,GABRA1,0.02,,0
GABRA5,GABRG3,0.0,,0
LAMB1,LAMA1,0.09,,0
NID1,LAMA1,0.03,,0
GABRD,GABRA1,0.02,,0
GABRB3,GABRG2,0.5,,2
TMEM262,CATSPERB,0.02,,0
LAMC1,LAMB1,0.36,,1
GABRA4,GABRG2,0.32,,1
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
AP1M1,AP1S1,0.18,,0
GABRA4,GABRG2,0.32,,1
GABRA4,GABRB3,0.19,,0
BRCA1,BARD1,0.58,,2
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
LAMC1,LAMB1,0.36,,1
LAMC1,LAMB1,0.36,,1
LAMB1,LAMA1,0.09,,0
GABRB3,GABRG2,0.5,,2
GABRA4,GABRB3,0.19,,0
GABRA4,GABRB3,0.19,,0
GABRA4,GABRB3,0.19,,0
LAMB1,LAMA1,0.09,,0
LAMC1,LAMB1,0.36,,1
RBBP8,MRE11,0.38,,1
NID1,LAMC1,0.53,,2
LAMC1,LAMB1,0.36,,1
GABRB3,GABRG2,0.5,,2
BRCA1,BARD1,0.58,,2
GABRB3,GABRG2,0.5,,2
AP1B1,AP1G1,0.54,,2
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
GABRA4,GABRG2,0.32,,1
CATSPER2,CATSPER3,0.15,,0
GABRA4,GABRG2,0.32,,1
GABRB3,GABRG2,0.5,,2
GABRD,GABRA1,0.02,,0
SRP14,SRP68,0.04,,0
RAD51,BRCC3,0.36,,1
LAMC1,LAMB1,0.36,,1
LAMC1,LAMA1,0.05,,0
GABRB3,GABRG2,0.5,,2
GABRD,GABRA1,0.02,,0
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
GABRA4,GABRB3,0.19,,0
GABRA4,GABRG2,0.32,,1
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
NID1,LAMA1,0.03,,0
AP1M1,AP1G1,0.14,,0
GABRB3,GABRG2,0.5,,2
LAMC1,LAMB1,0.36,,1
GABRA4,GABRG2,0.32,,1
GABRA4,GABRB3,0.19,,0
BRCA2,PALB2,0.36,,1
GABRD,GABRA1,0.02,,0
GABRA4,GABRB3,0.19,,0
GABRD,GABRA1,0.02,,0
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
BABAM2,BRCC3,0.12,,0
GABRB3,GABRG2,0.5,,2
GABRA4,GABRB3,0.19,,0
LAMC1,LAMB1,0.36,,1
CATSPERZ,CATSPER4,0.19,,0
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
CATSPERB,CATSPERD,0.03,,0
LAMC1,LAMB1,0.36,,1
CATSPERB,CATSPER2,0.29,,1
GABRA4,GABRB3,0.19,,0
LAMB1,LAMA1,0.09,,0
GABRA4,GABRB3,0.19,,0
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
AP1M1,AP1G1,0.14,,0
GABRD,GABRA1,0.02,,0
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
GABRB3,GABRG2,0.5,,2
BRCA1,BARD1,0.58,,2
GABRB3,GABRG2,0.5,,2
LAMC1,LAMB1,0.36,,1
RAD50,NBN,0.51,,2
GABRD,GABRA1,0.02,,0
GABRB3,GABRG2,0.5,,2
GABRA4,GABRG2,0.32,,1
GABRB3,GABRG2,0.5,,2
GABRA4,GABRG2,0.32,,1
AP1B1,AP1S1,0.27,,1
GABRB3,GABRG2,0.5,,2
GABRA4,GABRG2,0.32,,1
RAD51,BRCC3,0.36,,1
GABRB3,GABRG2,0.5,,2
NID1,LAMC1,0.53,,2
AP1B1,AP1S1,0.27,,1
GABRB3,GABRG2,0.5,,2
CATSPERG,CATSPER3,0.2,,0
RAD50,RBBP8,0.07,,0
LAMC1,LAMA1,0.05,,0
LAMC1,LAMA1,0.05,,0
TMEM249,CATSPERG,0.02,,0
CHRDL1,FBXO17,0.0,,0
C8orf34,HOOK1,0.0,,0
ATF4,CTNNBIP1,0.0,,0
WASHC5,KIF3C,0.0,,0
PSME3IP1,RBBP4,0.0,,0
B3GNT7,RAB3IP,0.01,,0
E2F5,ECSIT,0.01,,0
ANAPC4,LMNA,0.0,,0
CARNMT1,CWC15,0.0,,0
PEG3,GZMK,0.0,,0
LCN1,TRA2B,0.01,,0
ABCA3,SCN1B,0.0,,0
PSAT1,IFNAR2,0.0,,0
CDH6,AKAP5,0.0,,0
SEMA6D,PSMA2,0.0,,0
AMDHD2,GABRG2,0.0,,0
SLC30A2,PCGF5,0.0,,0
GABRB3,SH2D2A,0.0,,0
KBTBD11,SERPINB5,0.03,,0
VPS33A,MED9,0.13,,0
STX8,GPR61,0.01,,0
DACT3,GPR171,0.02,,0
GDPD3,KIDINS220,0.0,,0
EML5,SLC39A5,0.03,,0
TSACC,PDZD2,0.0,,0
SIGLEC14,BCL7B,0.0,,0
ZNF333,ZMAT5,0.1,,0
CD7,SMARCB1,0.0,,0
RBBP7,C1orf52,0.0,,0
ZKSCAN8,PRELID3A,0.04,,0
TTBK1,ACSS3,0.03,,0
PGAP1,APBA1,0.0,,0
PSMD14,OPRPN,0.0,,0
PTGDR,IFNGR2,0.0,,0
SLC22A11,CELA3A,0.0,,0
RPLP2,LRRC66,0.0,,0
CALM3,MATN3,0.0,,0
HMGN4,UNC5B,0.0,,0
STRADB,PAQR5,0.0,,0
ARPC3,ZNF254,0.0,,0
MEAF6,ERLIN2,0.0,,0
LPAR1,C17orf50,0.02,,0
TEFM,CSNK2A1,0.0,,0
PDRG1,LSM10,0.03,,0
LIG4,PRAMEF6,0.02,,0
TAPBP,GSTM4,0.16,,0
MTMR10,FOXO3,0.03,,0
SMYD1,SLFN5,0.02,,0
CPLX1,PSMA1,0.0,,0
ELMOD1,TBX22,0.0,,0
PREP,HAS3,0.02,,0
CD200R1L,NOB1,0.0,,0
C6orf163,DGKE,0.03,,0
SNRPD3,RPS6KA3,0.0,,0
SKP1,PDGFA,0.0,,0
STING1,RING1,0.0,,0
ZNF691,THUMPD3,0.09,,0
ZNF681,TRAF3IP1,0.17,,0
ATF7,PSG3,0.0,,0
METTL1,SLC51B,0.05,,0
DCAF4,ERICH4,0.0,,0
MTMR11,RNF24,0.18,,0
UBQLN1,OPRL1,0.0,,0
GTF2H3,CETN2,0.0,,0
SNRPB2,ZNF273,0.0,,0
NUDT9,DCLRE1B,0.11,,0
CRNKL1,AP1M1,0.0,,0
CNOT8,FETUB,0.0,,0
CCDC73,TLR4,0.0,,0
SERPINI1,NXPE2,0.0,,0
EMD,SEC63,0.07,,0
CD3D,CSRNP3,0.0,,0
CXCL8,NLGN4Y,0.0,,0
PRRG3,IFNAR2,0.0,,0
OR6C4,IL10RA,0.0,,0
CYP17A1,JMJD1C,0.0,,0
MANSC4,ACTB,0.0,,0
ARMC3,SULT6B1,0.01,,0
SKP1,PDGFA,0.0,,0
CEACAM1,SFRP4,0.0,,0
NIBAN3,EPPK1,0.0,,0
PIK3CA,CDK3,0.0,,0
PHIP,CFI,0.0,,0
DENND2A,PCGF2,0.0,,0
GAST,MYO15A,0.0,,0
SUCLA2,GALP,0.02,,0
ZC3H11A,ROPN1,0.0,,0
HSD17B14,MSTO1,0.03,,0
MAGEA1,XDH,0.01,,0
UTP14A,FABP5,0.0,,0
AMDHD1,ATAD2B,0.05,,0
MAFG,SPON1,0.0,,0
CDC40,MUC13,0.0,,0
HSPA2,LIN37,0.0,,0
OR5D18,ADH7,0.0,,0
ZNF583,AGO1,0.0,,0
RIPK1,RAPGEF2,0.0,,0
MECP2,DNASE2B,0.03,,0
TAF11,CD160,0.0,,0
TAF6,HLA-DQB1,0.0,,0
PSMA5,OR1G1,0.0,,0
TXNRD1,CARNMT1,0.02,,0
SMARCE1,PLCE1,0.0,,0
FFAR3,MUC22,0.01,,0
SNX2,WNK1,0.0,,0
GALNT16,CUL4B,0.0,,0
NIBAN2,MAP6,0.04,,0
NIPSNAP3B,LMO3,0.03,,0
NBPF3,CLEC17A,0.0,,0
NME9,NOL8,0.01,,0
GGTLC2,FKBPL,0.05,,0
PSMA3,NPB,0.0,,0
CPSF3,GPR182,0.01,,0
MRPL21,MPC1,0.36,,1
PAK1,SGF29,0.0,,0
TIMD4,PLPP3,0.03,,0
TMEM126A,ZNF608,0.04,,0
DENND5B,CYP4F2,0.0,,0
TEX46,PPT2,0.03,,0
BOK,GLIPR1,0.08,,0
YIPF3,DCAF11,0.04,,0
CA12,AK2,0.05,,0
SMARCD3,BBS10,0.0,,0
PNKP,CHST1,0.01,,0
KCNE2,HGF,0.0,,0
IL11,SUZ12,0.0,,0
TIMM23B,HTR7,0.0,,0
OXSM,NUP35,0.27,,1
RPA1,KIF21B,0.05,,0
PRSS55,GSTT4,0.03,,0
IL36RN,NPPA,0.03,,0
RPL18,CD320,0.0,,0
NUP153,MAGED2,0.03,,0
LRRC18,POU5F1,0.08,,0
KLHL18,DNAJB8,0.08,,0
KNOP1,XPA,0.16,,0
ATP6AP2,EXD3,0.01,,0
CIITA,MBOAT7,0.03,,0
ORC4,LIPA,0.1,,0
RGL3,SYDE2,0.24,,1
LIMS2,GABRA5,0.0,,0
PPP3R1,AIRE,0.0,,0
GRIK2,ARID1A,0.0,,0
TMEM116,SIVA1,0.04,,0
XBP1,SMARCC2,0.0,,0
CELA1,GAGE2A,0.0,,0
SPINK5,TNMD,0.01,,0
POLR2F,PDS5B,0.0,,0
PIDD1,CUL3,0.0,,0
XKR6,SF3B2,0.0,,0
RPUSD4,CCDC137,0.14,,0
CD164,RPL23A,0.0,,0
ZNF133,FAM229A,0.02,,0
IL1RL2,NCALD,0.0,,0
STING1,RING1,0.0,,0
ANKRD18A,MMP23B,0.03,,0
TYSND1,SMARCA2,0.0,,0
GRM4,LDHB,0.0,,0
ATP10B,ARSD,0.06,,0
RBBP5,ANKRD52,0.0,,0
ZNF146,VAMP5,0.02,,0
ABCB10,PICK1,0.12,,0
PPIA,MAJIN,0.02,,0
HGSNAT,KCNJ12,0.01,,0
ERICH1,SNW1,0.0,,0
PROX1,GLUD2,0.02,,0
ZNF664,SNU13,0.0,,0
SKP1,TLR1,0.0,,0
EXOSC3,CHM,0.0,,0
NLRP4,UQCR10,0.08,,0
TAS2R5,OLR1,0.02,,0
GLUD2,PLA2G4D,0.22,,1
RANBP17,SF3A3,0.0,,0
OR10J1,CPXM1,0.0,,0
EXOSC9,AMELY,0.0,,0
NDUFA6,EXOSC7,0.0,,0
DLG5,IQCF5,0.0,,0
EPOP,ARID1A,0.0,,0
TBXT,KIF5B,0.01,,0
F2RL2,EFTUD2,0.0,,0
SKP1,SF3B6,0.0,,0
MPZ,GPR31,0.0,,0
ATF5,RHOV,0.0,,0
CACNB1,RIPPLY2,0.0,,0
STX1A,MTR,0.01,,0
POLR2J,DOHH,0.13,,0
HDAC1,FBXO5,0.0,,0
MSRB1,SLMAP,0.08,,0
ESPNL,SULF1,0.01,,0
POLR1D,POTEJ,0.0,,0
DIPK2A,ATF2,0.0,,0
LURAP1,RXRA,0.0,,0
SMARCC2,FOXO3,0.0,,0
ATAD2B,ACOX3,0.04,,0
TBL3,CWH43,0.04,,0
UTP18,HTRA1,0.0,,0
ATP4A,ZNF543,0.06,,0
PCNX1,ARV1,0.03,,0
DHX9,DMP1,0.0,,0
SCRIB,JUND,0.0,,0
AQR,HES6,0.0,,0
VPS54,HEPACAM,0.01,,0
CNOT10,TEP1,0.01,,0
LAMC1,GALNT12,0.0,,0
ATG4C,NPIPB13,0.0,,0
RSPO1,IL18R1,0.0,,0
VDAC2,UGT8,0.02,,0
C6orf118,PSMA3,0.0,,0
LGALS16,ST7,0.01,,0
KRTAP9-4,EXOSC1,0.0,,0
PPM1F,DEFB108B,0.04,,0
ZNF496,TRIM25,0.07,,0
MPZL1,SOX13,0.03,,0
KRT15,PRPF8,0.0,,0
METRNL,PRR35,0.05,,0
SNRPB,GZMA,0.0,,0
PAQR7,LY6K,0.02,,0
TSC22D4,LRRC8A,0.0,,0
ASB3,MBOAT4,0.0,,0
RELB,FOXD3,0.0,,0
CLDN15,SIM2,0.03,,0
OTUD1,MT1B,0.0,,0
RPRM,ZNF260,0.07,,0
STX16,PPP4R1,0.07,,0
PACSIN1,APOLD1,0.06,,0
ARPC2,SLC2A5,0.0,,0
COX4I1,MRPL9,0.03,,0
GNG3,NEXMIF,0.04,,0
SERPINB5,TOGARAM2,0.0,,0
PLAUR,ERMP1,0.01,,0
EPHA1,STRIP1,0.0,,0
FIBP,KDM5D,0.03,,0
ASB9,TRPM4,0.03,,0
PACRGL,DYNLT3,0.0,,0
PHRF1,SLU7,0.0,,0
VMA21,SMARCB1,0.0,,0
GLUD2,STK33,0.0,,0
PLSCR5,C18orf32,0.01,,0
WASHC5,WASHC4,0.48,,2
WASHC5,WASHC4,0.48,,2
WASHC5,WASHC3,0.11,,0
WASHC5,WASHC1,0.05,,0
TRAPPC2,TRAPPC10,0.16,,0
TRAPPC3,TRAPPC10,0.01,,0
TRAPPC5,TRAPPC2L,0.45,,2
WASHC5,WASHC2C,0.69,,3
WASHC2C,WASHC4,0.54,,2
WASHC3,WASHC4,0.31,,1
WASHC5,WASHC3,0.11,,0
TRAPPC4,TRAPPC2L,0.86,,4
TRAPPC9,TRAPPC2L,0.09,,0
TRAPPC1,TRAPPC9,0.21,,1
WASHC5,WASHC2C,0.69,,3
WASHC5,WASHC4,0.48,,2
ATG13,ULK1,0.46,,2
WASHC4,WASHC1,0.05,,0
SPTLC1,SPTSSA,0.12,,0
WASHC5,WASHC4,0.48,,2
TRAPPC2,TRAPPC2L,0.07,,0
TRAPPC9,TRAPPC4,0.05,,0
TRAPPC9,TRAPPC4,0.05,,0
WASHC3,WASHC4,0.31,,1
TRAPPC2L,TRAPPC10,0.11,,0
TRAPPC6B,TRAPPC4,0.19,,0
TRAPPC1,TRAPPC9,0.21,,1
WASHC3,WASHC4,0.31,,1
SMC3,RAD21,0.97,,4
WASHC2C,WASHC3,0.31,,1
WASHC3,WASHC4,0.31,,1
BLOC1S1,BORCS8,0.35,,1
TRAPPC3,TRAPPC9,0.04,,0
GMNN,CDT1,0.61,,3
WASHC3,WASHC1,0.03,,0
WASHC3,WASHC4,0.31,,1
WASHC2C,WASHC4,0.54,,2
WASHC2C,WASHC3,0.31,,1
BLOC1S4,BLOC1S6,0.23,,1
WASHC5,WASHC1,0.05,,0
WASHC4,WASHC1,0.05,,0
TRAPPC9,TRAPPC5,0.01,,0
WASHC2C,WASHC3,0.31,,1
BLOC1S1,BORCS5,0.03,,0
WASHC5,WASHC4,0.48,,2
WASHC5,WASHC4,0.48,,2
STAG3,SMC1B,0.08,,0
WASHC5,WASHC1,0.05,,0
WASHC3,WASHC4,0.31,,1
TRAPPC6B,TRAPPC9,0.15,,0
ZC3H3,RBM26,0.17,,0
WASHC5,WASHC4,0.48,,2
BORCS6,SNAPIN,0.35,,1
WASHC3,WASHC4,0.31,,1
TRAPPC5,TRAPPC4,0.05,,0
TRAPPC6A,TRAPPC12,0.32,,1
VIRMA,METTL14,0.86,,4
TRAPPC6B,TRAPPC2L,0.19,,0
ZCCHC8,MTREX,0.4,,1
CCT7,TCP1,0.99,,4
TRAPPC1,TRAPPC6B,0.15,,0
TRAPPC3,TRAPPC2,0.18,,0
TRAPPC1,TRAPPC5,0.55,,2
WASHC2C,WASHC3,0.31,,1
WASHC5,WASHC4,0.48,,2
WASHC5,WASHC2C,0.69,,3
WASHC5,WASHC3,0.11,,0
WASHC3,WASHC4,0.31,,1
TRAPPC2,TRAPPC6B,0.44,,2
TRAPPC2,TRAPPC10,0.16,,0
WASHC5,WASHC2C,0.69,,3
WASHC2C,WASHC4,0.54,,2
TRAPPC8,TRAPPC11,0.8,,3
TRAPPC9,TRAPPC4,0.05,,0
WASHC5,WASHC2C,0.69,,3
TRAPPC9,TRAPPC13,0.18,,0
SMC3,RAD21,0.97,,4
TRAPPC4,TRAPPC13,0.27,,1
WASHC5,WASHC3,0.11,,0
TRAPPC3,TRAPPC2L,0.92,,4
TRAPPC1,TRAPPC4,0.46,,2
TRAPPC9,TRAPPC2L,0.09,,0
BLOC1S2,BORCS7,0.38,,1
WASHC5,WASHC4,0.48,,2
MTREX,RBM7,0.14,,0
SPTLC1,SPTLC2,0.3,,1
TRAPPC1,TRAPPC10,0.02,,0
TRAPPC3,TRAPPC4,0.73,,3
WASHC5,WASHC3,0.11,,0
WASHC3,WASHC4,0.31,,1
WASHC5,WASHC3,0.11,,0
WASHC3,WASHC4,0.31,,1
WASHC5,WASHC3,0.11,,0
WASHC5,WASHC4,0.48,,2
TRAPPC4,TRAPPC10,0.14,,0
WASHC2C,WASHC4,0.54,,2
VIRMA,METTL3,0.49,,2
TRAPPC1,TRAPPC9,0.21,,1
TRAPPC6A,TRAPPC11,0.07,,0
METTL3,WTAP,0.01,,0
STAG3,SMC1B,0.08,,0
WASHC5,WASHC1,0.05,,0
TRAPPC3,TRAPPC1,0.55,,2
WASHC2C,WASHC4,0.54,,2
TRAPPC2L,TRAPPC10,0.11,,0
TRAPPC6B,TRAPPC5,0.02,,0
TRAPPC1,TRAPPC2L,0.86,,4
WASHC5,WASHC4,0.48,,2
TRAPPC3,TRAPPC4,0.73,,3
WASHC2C,WASHC4,0.54,,2
WASHC5,WASHC1,0.05,,0
TRAPPC6B,TRAPPC2L,0.19,,0
WASHC2C,WASHC4,0.54,,2
WASHC5,WASHC3,0.11,,0
TRAPPC1,TRAPPC6B,0.15,,0
TRAPPC2,TRAPPC5,0.03,,0
WASHC3,WASHC4,0.31,,1
WASHC5,WASHC3,0.11,,0
BLOC1S1,SNAPIN,0.2,,0
METTL14,METTL3,0.54,,2
TRAPPC4,TRAPPC2L,0.86,,4
WASHC5,WASHC4,0.48,,2
SPCS2,SPCS1,0.98,,4
TRAPPC4,TRAPPC13,0.27,,1
WASHC3,WASHC1,0.03,,0
SMC3,RAD21,0.97,,4
TRAPPC3,TRAPPC5,0.48,,2
TRAPPC4,TRAPPC13,0.27,,1
WASHC4,WASHC1,0.05,,0
WASHC5,WASHC3,0.11,,0
WTAP,CBLL1,0.13,,0
BLOC1S1,SNAPIN,0.2,,0
WASHC3,WASHC4,0.31,,1
SMC3,RAD21,0.97,,4
SMC3,RAD21,0.97,,4
TRAPPC5,TRAPPC10,0.05,,0
WASHC2C,WASHC4,0.54,,2
TSEN54,TSEN15,0.53,,2
BLOC1S2,SNAPIN,0.76,,3
WASHC5,WASHC4,0.48,,2
WASHC3,WASHC4,0.31,,1
ACKR1,CXCL8,0.02,,0
TRAPPC6A,TRAPPC12,0.32,,1
BORCS8,BORCS7,0.63,,3
TRAPPC1,TRAPPC9,0.21,,1
SMC3,STAG1,0.63,,3
WASHC2C,WASHC3,0.31,,1
TRAPPC5,TRAPPC13,0.06,,0
WASHC5,WASHC3,0.11,,0
TRAPPC5,TRAPPC2L,0.45,,2
TRAPPC4,TRAPPC10,0.14,,0
TRAPPC1,TRAPPC4,0.46,,2
TRAPPC3,TRAPPC1,0.55,,2
WASHC5,WASHC4,0.48,,2
TRAPPC1,TRAPPC5,0.55,,2
WASHC2C,WASHC3,0.31,,1
TRAPPC3,TRAPPC1,0.55,,2
TRAPPC1,TRAPPC6B,0.15,,0
WASHC2C,WASHC3,0.31,,1
WASHC5,WASHC2C,0.69,,3
TRAPPC6B,TRAPPC2L,0.19,,0
WASHC5,WASHC3,0.11,,0
SPCS2,SPCS3,0.96,,4
WASHC3,WASHC4,0.31,,1
WASHC4,WASHC1,0.05,,0
WASHC5,WASHC4,0.48,,2
TRAPPC1,TRAPPC2L,0.86,,4
WASHC5,WASHC4,0.48,,2
WASHC3,WASHC4,0.31,,1
METTL3,CBLL1,0.36,,1
TRAPPC1,TRAPPC13,0.04,,0
WASHC3,WASHC4,0.31,,1
TRAPPC9,TRAPPC2L,0.09,,0
TRAPPC6B,TRAPPC10,0.27,,1
WASHC3,WASHC1,0.03,,0
TRAPPC6B,TRAPPC2L,0.19,,0
TRAPPC1,TRAPPC13,0.04,,0
WASHC3,WASHC4,0.31,,1
ZFC3H1,PABPN1,0.57,,2
TRAPPC9,TRAPPC10,0.27,,1
SPTSSA,SPTLC2,0.27,,1
SPTSSA,SPTLC2,0.27,,1
SEC11C,SPCS3,0.97,,4
WASHC5,WASHC1,0.05,,0
WASHC5,WASHC4,0.48,,2
WASHC5,WASHC1,0.05,,0
MTREX,RBM7,0.14,,0
ACTR2,ACTR3B,0.1,,0
ORC1,ORC2,0.08,,0
ARPC3,ARPC4,0.93,,4
ARPC2,ACTR2,0.97,,4
ARPC2,ARPC4,0.61,,3
MICU1,SMDT1,0.05,,0
TYK2,CSF2RB,0.08,,0
MICU2,MICU1,0.63,,3
ARPC5,ARPC3,0.99,,4
ACTR2,ARPC3,0.81,,4
ARPC2,ARPC4,0.61,,3
ARPC3,ARPC4,0.93,,4
ARPC2,ARPC1A,0.24,,1
ARPC5,ACTR2,0.99,,4
ARPC2,ACTR2,0.97,,4
ACTR2,ARPC4,0.8,,3
KHDC3L,OOEP,0.01,,0
ACTR2,ARPC3,0.81,,4
ARPC5,ACTR2,0.99,,4
ARPC3,ACTR3B,0.09,,0
ARPC5,ACTR3B,0.03,,0
ACTR2,ARPC4,0.8,,3
MICU1,MCU,0.53,,2
ACTR2,ARPC3,0.81,,4
ARPC4,ACTR3B,0.01,,0
ARPC2,ARPC3,0.98,,4
MLST8,MTOR,0.28,,1
ARPC2,ACTR3B,0.06,,0
ARPC1A,ARPC3,0.2,,0
ARPC2,ACTR2,0.97,,4
MICU2,SMDT1,0.04,,0
NFYC,NFYB,0.21,,1
ARPC2,ACTR3B,0.06,,0
ARPC5,ARPC4,0.99,,4
SMDT1,MCU,0.09,,0
ARPC1B,ACTR3,0.8,,3
ARPC5,ARPC3,0.99,,4
ACTR2,ARPC3,0.81,,4
ARPC2,ARPC4,0.61,,3
ARPC2,ACTR3B,0.06,,0
ARPC2,ARPC3,0.98,,4
MICU2,MCU,0.23,,1
ARPC2,ARPC3,0.98,,4
ARPC2,ARPC3,0.98,,4
ARPC3,ARPC4,0.93,,4
MICU1,MCU,0.53,,2
ACTR2,ARPC3,0.81,,4
ARPC3,ARPC4,0.93,,4
ARPC1A,ACTR3B,0.06,,0
ARPC1B,ACTR3,0.8,,3
ACTR2,ARPC4,0.8,,3
ARPC3,ARPC4,0.93,,4
ARPC2,ARPC1A,0.24,,1
ARPC1A,ARPC3,0.2,,0
ORC6,ORC5,0.08,,0
ARPC5,ACTR3B,0.03,,0
ARPC3,ACTR3B,0.09,,0
JAK2,IL5RA,0.04,,0
SMDT1,MCU,0.09,,0
ARPC2,ARPC1A,0.24,,1
IL5RA,CSF2RB,0.05,,0
ACTR2,ARPC4,0.8,,3
ACTR2,ARPC4,0.8,,3
ACTR2,ARPC3,0.81,,4
ORC4,ORC3,0.86,,4
ARPC3,ARPC4,0.93,,4
ARPC1A,ARPC4,0.76,,3
ARPC1A,ARPC3,0.2,,0
ACTR2,ARPC3,0.81,,4
ARPC5,ARPC4,0.99,,4
ARPC2,ARPC4,0.61,,3
JAK2,IL5RA,0.04,,0
ARPC4,ACTR3B,0.01,,0
ARPC3,ACTR3B,0.09,,0
ARPC4,ACTR3B,0.01,,0
ARPC5,ACTR2,0.99,,4
ACTR2,ACTR3B,0.1,,0
ACTR2,ACTR3B,0.1,,0
ARPC2,ACTR3B,0.06,,0
ARPC1A,ACTR2,0.11,,0
ACTR2,ARPC3,0.81,,4
ARPC1A,ARPC4,0.76,,3
ACTR2,ARPC3,0.81,,4
ARPC2,ACTR3B,0.06,,0
ARPC1A,ARPC3,0.2,,0
MICU2,MICU1,0.63,,3
ARPC3,ACTR3B,0.09,,0
MICU2,MICU1,0.63,,3
ARPC3,ARPC4,0.93,,4
ARPC1B,ACTR3,0.8,,3
MICU2,SMDT1,0.04,,0
ARPC1A,ACTR2,0.11,,0
ARPC5,ARPC2,0.96,,4
ARPC4,ACTR3B,0.01,,0
ACTR2,ARPC3,0.81,,4
ARPC2,ARPC1A,0.24,,1
ARPC2,ARPC4,0.61,,3
ARPC1A,ARPC4,0.76,,3
